odor,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,population,habitat,poisonous
115,99,110,98,107,107,119,112,119,118,100,112
102,99,110,98,107,107,112,119,119,118,100,112
102,99,110,98,107,107,119,119,119,118,112,112
109,99,98,119,107,121,99,99,119,99,100,112
102,99,110,98,107,107,119,119,119,118,112,112
115,99,110,98,107,107,119,119,119,118,108,112
121,99,110,98,107,115,119,112,119,118,100,112
102,99,110,98,115,115,119,112,119,118,112,112
110,119,98,103,107,107,119,119,119,115,103,101
121,99,110,98,107,115,112,112,119,118,108,112
121,99,110,98,115,107,112,119,119,118,100,112
121,99,110,98,115,115,112,119,119,118,112,112
115,99,110,98,107,107,119,112,119,118,100,112
121,99,110,98,115,115,119,119,119,118,108,112
121,99,110,98,107,107,112,119,119,118,112,112
102,99,110,98,107,115,119,112,119,118,100,112
102,99,110,98,107,115,112,112,119,118,112,112
102,99,110,98,115,107,112,112,119,118,112,112
102,99,110,98,115,107,112,112,119,118,108,112
121,99,110,98,115,107,119,119,119,118,108,112
121,99,110,98,107,107,119,112,119,118,100,112
121,99,110,98,107,115,112,119,119,118,100,112
115,99,110,98,115,115,119,112,119,118,112,112
102,99,110,98,107,115,112,119,119,118,108,112
121,99,110,98,107,107,112,119,119,118,108,112
121,99,110,98,107,115,119,112,119,118,100,112
102,99,110,98,107,107,119,112,119,118,100,112
102,99,110,98,107,107,112,112,119,118,108,112
102,99,110,98,107,115,119,119,119,118,112,112
102,99,110,98,107,107,112,112,119,118,108,112
121,99,110,98,115,115,119,119,119,118,100,112
102,99,110,98,107,107,112,119,119,118,100,112
110,119,98,119,107,107,119,119,119,110,103,101
121,99,110,98,115,107,112,112,119,118,100,112
121,99,110,98,115,107,112,112,119,118,100,112
115,99,110,98,115,107,119,119,119,118,100,112
115,99,110,98,115,115,112,112,119,118,112,112
102,99,110,98,107,115,119,112,119,118,108,112
115,99,110,98,107,115,112,112,119,118,108,112
115,99,110,98,115,107,119,119,119,118,112,112
102,99,110,98,107,115,119,119,119,118,112,112
115,99,110,98,115,115,112,119,119,118,100,112
115,99,110,98,115,107,112,112,119,118,112,112
115,99,110,98,115,107,112,119,119,118,108,112
102,99,110,98,115,107,112,112,119,118,112,112
121,99,110,98,107,115,112,112,119,118,112,112
121,99,110,98,107,107,112,112,119,118,100,112
102,99,110,98,107,115,112,119,119,118,112,112
110,99,98,110,115,115,111,111,111,118,108,101
121,99,110,98,107,107,119,112,119,118,112,112
121,99,110,98,115,115,112,119,119,118,108,112
102,99,110,98,107,115,119,119,119,118,112,112
110,99,98,119,115,115,119,119,119,121,112,101
110,99,98,110,115,115,111,111,110,99,108,101
110,119,98,119,115,107,119,119,119,110,103,101
110,119,98,103,115,107,119,119,119,115,103,101
115,99,110,98,115,107,119,112,119,118,100,112
102,99,110,98,115,115,119,119,119,118,112,112
110,99,98,111,115,115,111,111,110,99,108,101
115,99,110,98,107,107,119,119,119,118,100,112
110,119,110,121,121,121,121,121,121,99,108,112
102,99,110,98,107,115,119,119,119,118,100,112
110,119,98,103,107,107,119,119,119,110,103,101
102,99,110,98,115,107,119,112,119,118,112,112
115,99,110,98,115,107,112,112,119,118,112,112
115,99,110,98,107,107,119,119,119,118,100,112
121,99,110,98,107,115,112,119,119,118,112,112
115,99,110,98,107,107,119,112,119,118,100,112
110,119,98,119,115,107,119,119,119,115,103,101
115,99,110,98,115,115,119,119,119,118,112,112
121,99,110,98,107,115,112,112,119,118,100,112
102,99,110,98,107,115,119,119,119,118,108,112
110,119,98,112,107,107,119,119,119,110,103,101
115,99,110,98,107,107,119,119,119,118,100,112
121,99,110,98,115,115,119,112,119,118,112,112
110,99,98,111,115,115,111,111,110,99,108,101
110,99,98,119,115,115,119,119,119,121,112,101
121,99,110,98,107,107,119,112,119,118,100,112
121,99,110,98,107,107,119,112,119,118,108,112
115,99,110,98,115,115,119,112,119,118,108,112
110,119,98,119,115,107,119,119,119,110,103,101
102,99,110,98,107,107,112,119,119,118,112,112
121,99,110,98,107,115,112,112,119,118,108,112
121,99,110,98,107,115,119,112,119,118,108,112
102,99,110,98,115,115,112,119,119,118,100,112
110,119,98,112,115,115,119,119,119,115,103,101
110,119,98,112,115,115,119,119,119,110,103,101
121,99,110,98,107,107,119,119,119,118,108,112
121,99,110,98,115,107,119,119,119,118,108,112
110,99,98,119,115,115,119,119,119,118,112,101
115,99,110,98,115,115,112,112,119,118,100,112
121,99,110,98,115,107,119,112,119,118,108,112
115,99,110,98,115,107,119,112,119,118,108,112
109,99,98,119,107,121,99,99,119,99,100,112
102,99,110,98,115,107,119,112,119,118,100,112
115,99,110,98,115,115,112,112,119,118,112,112
115,99,110,98,115,107,112,112,119,118,108,112
102,99,110,98,107,107,119,119,119,118,108,112
102,99,110,98,115,107,119,112,119,118,108,112
102,99,110,98,115,115,119,119,119,118,112,112
110,119,98,119,115,115,119,119,119,115,103,101
115,99,110,98,107,115,119,119,119,118,100,112
102,99,110,98,115,107,112,112,119,118,112,112
121,99,110,98,115,107,112,112,119,118,100,112
115,99,110,98,107,107,119,119,119,118,108,112
115,99,110,98,115,115,112,112,119,118,108,112
110,119,98,103,115,115,119,119,119,115,103,101
102,99,110,98,115,115,112,112,119,118,112,112
115,99,110,98,107,115,112,112,119,118,108,112
115,99,110,98,107,107,119,119,119,118,108,112
115,99,110,98,115,115,119,119,119,118,100,112
121,99,110,98,107,107,119,112,119,118,108,112
115,99,110,98,115,115,112,112,119,118,108,112
121,99,110,98,107,107,112,119,119,118,112,112
102,99,110,98,115,115,112,112,119,118,100,112
110,99,98,119,121,121,110,110,119,121,100,101
102,99,110,98,115,115,112,119,119,118,112,112
102,99,110,98,107,107,112,119,119,118,100,112
110,99,98,119,121,121,110,110,119,121,100,101
102,99,110,98,107,107,119,112,119,118,100,112
121,99,110,98,115,115,119,119,119,118,108,112
115,99,110,98,107,107,119,119,119,118,112,112
115,99,110,98,115,115,112,112,119,118,112,112
110,119,98,119,115,115,119,119,119,115,103,101
102,99,110,98,107,107,119,119,119,118,100,112
121,99,110,98,115,107,112,119,119,118,112,112
102,99,110,98,107,115,119,119,119,118,108,112
102,99,110,98,107,115,119,119,119,118,112,112
121,99,110,98,107,107,119,119,119,118,108,112
102,99,110,98,107,115,119,119,119,118,112,112
115,99,110,98,107,115,112,119,119,118,108,112
102,99,110,98,107,107,119,112,119,118,100,112
110,99,98,119,121,121,110,110,119,121,112,101
121,99,110,98,107,115,112,119,119,118,112,112
102,99,110,98,115,115,119,119,119,118,112,112
102,99,110,98,107,107,119,119,119,118,112,112
115,99,110,98,115,115,112,112,119,118,108,112
110,99,98,110,115,115,111,111,110,99,108,101
110,119,98,112,107,107,119,119,119,110,103,101
109,99,98,121,107,121,99,99,119,99,100,112
121,99,110,98,107,115,119,112,119,118,108,112
121,99,110,98,107,107,112,112,119,118,100,112
110,99,98,121,115,115,111,111,111,99,108,101
115,99,110,98,107,115,112,119,119,118,100,112
115,99,110,98,115,107,119,112,119,118,100,112
110,119,98,112,107,115,119,119,119,115,103,101
110,119,98,119,115,107,119,119,119,115,103,101
110,99,98,121,115,115,111,111,111,118,108,101
115,99,110,98,115,115,119,119,119,118,100,112
115,99,110,98,107,115,119,112,119,118,108,112
115,99,110,98,107,115,119,119,119,118,112,112
110,119,98,119,107,107,119,119,119,115,103,101
110,119,98,103,107,107,119,119,119,110,103,101
110,119,98,112,107,115,119,119,119,115,103,101
102,99,110,98,107,115,112,119,119,118,108,112
115,99,110,98,115,115,112,119,119,118,112,112
110,119,98,119,115,107,119,119,119,115,103,101
110,119,98,103,115,107,119,119,119,115,103,101
102,99,110,98,115,107,119,119,119,118,100,112
110,119,98,103,115,115,119,119,119,115,103,101
115,99,110,98,115,115,119,112,119,118,112,112
102,99,110,98,115,107,119,119,119,118,112,112
102,99,110,98,115,107,112,112,119,118,100,112
110,119,98,112,115,107,119,119,119,115,103,101
110,119,98,119,115,115,119,119,119,110,103,101
121,99,110,98,115,115,119,112,119,118,112,112
102,99,110,98,115,115,119,119,119,118,100,112
110,119,98,103,107,107,119,119,119,115,103,101
110,119,98,103,107,107,119,119,119,110,103,101
115,99,110,98,107,107,112,119,119,118,100,112
110,99,98,119,115,115,119,119,119,118,112,101
121,99,110,98,107,115,119,112,119,118,100,112
121,99,110,98,115,107,119,112,119,118,112,112
110,99,98,121,115,115,111,111,110,99,108,101
110,99,98,110,115,115,111,111,111,99,108,101
115,99,110,98,107,115,119,119,119,118,108,112
121,99,110,98,107,115,112,119,119,118,100,112
115,99,110,98,107,115,119,112,119,118,100,112
121,99,110,98,107,107,119,119,119,118,100,112
121,99,110,98,115,107,119,119,119,118,108,112
110,119,98,103,107,115,119,119,119,110,103,101
110,99,98,111,115,115,111,111,110,99,108,101
109,99,98,119,107,121,99,99,119,99,100,112
110,119,98,103,115,115,119,119,119,115,103,101
110,99,98,110,115,115,111,111,111,118,108,101
110,99,98,121,115,115,111,111,111,118,108,101
115,99,110,98,107,115,119,112,119,118,112,112
110,119,98,112,115,115,119,119,119,110,103,101
110,119,98,103,107,115,119,119,119,115,103,101
110,99,98,111,115,115,111,111,111,118,108,101
121,99,110,98,107,107,119,112,119,118,100,112
115,99,110,98,107,115,112,119,119,118,108,112
115,99,110,98,107,115,119,119,119,118,100,112
121,99,110,98,107,115,119,112,119,118,112,112
110,119,98,112,115,107,119,119,119,110,103,101
115,99,110,98,107,107,119,112,119,118,100,112
115,99,110,98,107,115,119,112,119,118,112,112
115,99,110,98,107,115,112,112,119,118,108,112
110,119,98,119,107,107,119,119,119,115,103,101
110,99,98,121,115,115,111,111,110,99,108,101
102,99,110,98,107,107,119,119,119,118,108,112
115,99,110,98,107,115,112,112,119,118,112,112
110,99,98,111,115,115,111,111,110,118,108,101
121,99,110,98,107,115,119,119,119,118,100,112
121,99,110,98,107,107,112,119,119,118,112,112
115,99,110,98,115,107,119,119,119,118,108,112
115,99,110,98,115,115,119,112,119,118,112,112
115,99,110,98,115,115,112,112,119,118,112,112
121,99,110,98,115,115,119,119,119,118,100,112
115,99,110,98,115,115,112,119,119,118,100,112
121,99,110,98,115,107,119,119,119,118,100,112
110,99,98,119,115,115,119,119,119,121,112,101
121,99,110,98,115,107,119,112,119,118,100,112
109,99,98,119,107,121,99,99,119,99,100,112
102,99,110,98,115,115,119,119,119,118,108,112
110,119,98,103,107,107,119,119,119,115,103,101
102,99,110,98,107,115,112,119,119,118,100,112
121,99,110,98,107,107,112,119,119,118,112,112
115,99,110,98,115,107,112,119,119,118,112,112
121,99,110,98,115,107,112,119,119,118,100,112
102,99,110,98,107,115,112,119,119,118,100,112
110,99,98,119,115,115,119,119,119,121,112,101
102,99,110,98,115,107,112,119,119,118,108,112
102,99,110,98,115,107,119,112,119,118,100,112
121,99,110,98,107,115,112,112,119,118,108,112
121,99,110,98,107,107,112,112,119,118,108,112
102,99,110,98,115,115,112,119,119,118,112,112
110,99,98,121,115,115,111,111,110,99,108,101
115,99,110,98,115,107,112,112,119,118,100,112
115,99,110,98,115,107,112,119,119,118,112,112
102,99,110,98,115,107,119,119,119,118,100,112
115,99,110,98,107,107,112,112,119,118,112,112
102,99,110,98,107,107,112,112,119,118,108,112
121,99,110,98,115,115,119,112,119,118,108,112
110,119,98,119,107,115,119,119,119,115,103,101
115,99,110,98,107,115,112,119,119,118,112,112
115,99,110,98,115,107,112,119,119,118,108,112
110,119,98,103,115,115,119,119,119,110,103,101
110,99,98,110,115,115,111,111,110,118,108,101
109,99,98,119,107,121,99,99,119,99,100,112
115,99,110,98,115,107,119,112,119,118,100,112
102,99,110,98,107,107,119,119,119,118,108,112
102,99,110,98,107,107,119,112,119,118,112,112
121,99,110,98,115,115,119,112,119,118,108,112
121,99,110,98,115,115,119,119,119,118,112,112
121,99,110,98,115,107,119,112,119,118,108,112
110,119,98,103,107,107,119,119,119,110,103,101
102,99,110,98,107,107,119,112,119,118,112,112
109,99,98,121,107,121,99,99,119,99,100,112
115,99,110,98,107,107,119,112,119,118,112,112
115,99,110,98,107,107,112,119,119,118,108,112
110,119,98,112,115,107,119,119,119,115,103,101
121,99,110,98,107,107,112,119,119,118,100,112
121,99,110,98,115,107,112,112,119,118,112,112
102,99,110,98,107,115,112,119,119,118,108,112
121,99,110,98,107,107,112,112,119,118,112,112
102,99,110,98,115,107,112,119,119,118,100,112
102,99,110,98,107,115,119,112,119,118,100,112
110,119,98,119,115,115,119,119,119,110,103,101
109,99,98,119,107,121,99,99,119,99,100,112
121,99,110,98,107,115,112,119,119,118,100,112
102,99,110,98,115,107,119,112,119,118,112,112
102,99,110,98,107,115,119,112,119,118,112,112
115,99,110,98,107,107,119,119,119,118,108,112
110,99,98,119,115,115,119,119,119,118,112,101
121,99,110,98,107,115,112,119,119,118,100,112
121,99,110,98,107,115,119,119,119,118,112,112
110,119,98,119,107,107,119,119,119,110,103,101
115,99,110,98,107,115,112,112,119,118,100,112
121,99,110,98,115,115,112,119,119,118,100,112
115,99,110,98,115,115,112,119,119,118,100,112
110,119,98,119,115,107,119,119,119,110,103,101
115,99,110,98,115,115,119,112,119,118,112,112
115,99,110,98,107,107,119,112,119,118,112,112
121,99,110,98,107,107,119,119,119,118,112,112
102,99,110,98,115,107,112,112,119,118,108,112
110,99,98,110,115,115,111,111,110,118,108,101
121,99,110,98,107,107,112,119,119,118,100,112
121,99,110,98,115,115,112,119,119,118,100,112
121,99,110,98,115,107,119,119,119,118,100,112
102,99,110,98,115,107,112,119,119,118,108,112
110,99,98,111,115,115,111,111,111,118,108,101
110,119,98,112,107,107,119,119,119,115,103,101
110,99,98,110,115,115,111,111,111,118,108,101
110,119,98,112,107,107,119,119,119,110,103,101
121,99,110,98,115,115,119,112,119,118,100,112
102,99,110,98,115,107,119,112,119,118,100,112
115,99,110,98,107,107,112,119,119,118,100,112
121,99,110,98,107,115,112,119,119,118,112,112
110,119,98,112,107,115,119,119,119,110,103,101
115,99,110,98,115,115,112,112,119,118,100,112
110,119,98,112,115,107,119,119,119,110,103,101
102,99,110,98,107,115,119,119,119,118,100,112
102,99,110,98,115,107,119,119,119,118,108,112
109,99,98,119,107,121,99,99,119,99,100,112
115,99,110,98,115,115,119,112,119,118,100,112
115,99,110,98,115,115,112,119,119,118,108,112
115,99,110,98,107,107,119,119,119,118,108,112
102,99,110,98,107,115,119,112,119,118,112,112
102,99,110,98,107,107,119,112,119,118,108,112
115,99,110,98,107,107,119,119,119,118,100,112
110,119,98,119,107,115,119,119,119,115,103,101
121,99,110,98,115,115,112,119,119,118,112,112
121,99,110,98,107,115,119,112,119,118,108,112
115,99,110,98,107,115,119,112,119,118,108,112
121,99,110,98,107,107,119,112,119,118,112,112
110,119,98,103,115,107,119,119,119,110,103,101
115,99,110,98,115,115,119,112,119,118,108,112
115,99,110,98,115,115,119,119,119,118,100,112
115,99,110,98,115,115,112,119,119,118,100,112
110,119,98,119,115,115,119,119,119,115,103,101
121,99,110,98,107,107,112,112,119,118,112,112
121,99,110,98,115,107,119,119,119,118,112,112
121,99,110,98,115,107,112,119,119,118,100,112
109,99,98,121,107,121,99,99,119,99,100,112
110,119,98,103,107,115,119,119,119,115,103,101
102,99,110,98,107,107,112,112,119,118,112,112
102,99,110,98,115,107,112,112,119,118,108,112
110,119,98,112,115,107,119,119,119,110,103,101
102,99,110,98,107,107,112,112,119,118,108,112
115,99,110,98,107,107,112,112,119,118,108,112
110,99,98,121,115,115,111,111,111,99,108,101
102,99,110,98,115,107,112,119,119,118,108,112
115,99,110,98,107,107,119,119,119,118,108,112
110,99,98,110,115,115,111,111,110,99,108,101
102,99,110,98,107,107,112,119,119,118,108,112
102,99,110,98,107,107,112,112,119,118,100,112
115,99,110,98,107,115,112,112,119,118,112,112
115,99,110,98,115,115,112,119,119,118,112,112
110,99,98,119,115,115,119,119,119,121,112,101
110,99,98,110,115,115,111,111,110,99,108,101
110,119,98,103,107,107,119,119,119,110,103,101
115,99,110,98,115,115,112,112,119,118,112,112
110,119,98,119,115,115,119,119,119,110,103,101
121,99,110,98,107,107,112,119,119,118,112,112
115,99,110,98,115,115,119,119,119,118,100,112
110,99,98,111,115,115,111,111,111,99,108,101
121,99,110,98,107,115,119,119,119,118,112,112
102,99,110,98,107,115,112,112,119,118,100,112
121,99,110,98,107,115,119,119,119,118,108,112
115,99,110,98,115,115,112,112,119,118,112,112
115,99,110,98,107,115,112,112,119,118,112,112
102,99,110,98,107,107,119,119,119,118,100,112
110,99,98,119,121,121,110,110,119,121,100,101
102,99,110,98,115,115,119,119,119,118,100,112
115,99,110,98,107,107,112,119,119,118,112,112
121,99,110,98,115,115,119,119,119,118,112,112
102,99,110,98,107,115,112,112,119,118,100,112
110,119,98,119,115,115,119,119,119,110,103,101
102,99,110,98,115,107,119,112,119,118,100,112
110,119,98,112,107,115,119,119,119,115,103,101
121,99,110,98,107,107,112,119,119,118,108,112
110,119,98,112,107,107,119,119,119,110,103,101
110,99,98,121,115,115,111,111,111,99,108,101
102,99,110,98,107,115,119,112,119,118,112,112
102,99,110,98,115,115,119,112,119,118,108,112
110,119,98,103,107,107,119,119,119,110,103,101
121,99,110,98,115,115,112,112,119,118,108,112
115,99,110,98,115,115,119,112,119,118,108,112
110,119,98,103,107,115,119,119,119,110,103,101
102,99,110,98,107,115,112,119,119,118,112,112
102,99,110,98,107,115,112,112,119,118,108,112
102,99,110,98,107,107,112,119,119,118,108,112
115,99,110,98,107,115,119,119,119,118,112,112
115,99,110,98,115,115,112,119,119,118,112,112
110,119,98,103,107,107,119,119,119,110,103,101
102,99,110,98,107,107,112,112,119,118,112,112
102,99,110,98,115,115,119,112,119,118,108,112
110,119,98,119,115,107,119,119,119,110,103,101
110,99,98,121,115,115,111,111,111,118,108,101
110,119,98,103,107,115,119,119,119,110,103,101
115,99,110,98,107,115,119,112,119,118,112,112
102,99,110,98,115,115,119,119,119,118,100,112
115,99,110,98,115,107,119,112,119,118,112,112
110,119,98,112,107,115,119,119,119,115,103,101
115,99,110,98,107,107,112,112,119,118,112,112
110,99,98,110,115,115,111,111,111,118,108,101
110,119,98,119,107,107,119,119,119,110,103,101
109,99,98,121,107,121,99,99,119,99,100,112
110,119,98,103,107,107,119,119,119,115,103,101
121,99,110,98,115,107,119,119,119,118,112,112
110,99,98,111,115,115,111,111,110,99,108,101
110,119,98,119,107,115,119,119,119,110,103,101
110,99,98,110,115,115,111,111,111,99,108,101
110,119,98,112,107,107,119,119,119,110,103,101
102,99,110,98,107,115,119,119,119,118,108,112
121,99,110,98,115,107,112,119,119,118,112,112
110,99,98,110,115,115,111,111,110,99,108,101
121,99,110,98,107,107,112,112,119,118,112,112
121,99,110,98,115,107,119,112,119,118,112,112
121,99,110,98,115,107,112,112,119,118,108,112
115,99,110,98,115,107,119,112,119,118,108,112
110,99,98,121,115,115,111,111,111,118,108,101
110,119,98,119,107,107,119,119,119,115,103,101
110,99,98,111,115,115,111,111,111,99,108,101
115,99,110,98,107,115,112,119,119,118,108,112
115,99,110,98,115,107,119,112,119,118,108,112
121,99,110,98,107,115,112,112,119,118,112,112
121,99,110,98,115,115,112,112,119,118,108,112
110,99,98,110,115,115,111,111,111,99,108,101
121,99,110,98,115,115,119,119,119,118,100,112
110,99,98,111,115,115,111,111,111,118,108,101
121,99,110,98,107,107,119,112,119,118,100,112
110,119,98,112,115,115,119,119,119,115,103,101
102,99,110,98,115,115,119,112,119,118,100,112
102,99,110,98,107,107,112,119,119,118,100,112
110,119,98,103,115,115,119,119,119,115,103,101
121,99,110,98,107,115,112,119,119,118,112,112
110,119,98,119,115,115,119,119,119,110,103,101
102,99,110,98,115,107,112,119,119,118,112,112
102,99,110,98,115,107,112,112,119,118,100,112
110,119,98,112,107,107,119,119,119,110,103,101
115,99,110,98,107,115,119,119,119,118,108,112
109,99,98,119,107,121,99,99,119,99,100,112
110,119,98,119,115,115,119,119,119,110,103,101
121,99,110,98,107,107,119,112,119,118,112,112
115,99,110,98,107,115,112,112,119,118,100,112
121,99,110,98,107,107,119,112,119,118,108,112
110,119,98,103,115,107,119,119,119,110,103,101
110,119,98,112,115,115,119,119,119,115,103,101
115,99,110,98,115,107,119,119,119,118,100,112
110,119,98,103,115,115,119,119,119,110,103,101
102,99,110,98,115,107,112,119,119,118,100,112
121,99,110,98,115,115,112,119,119,118,108,112
110,119,98,119,107,115,119,119,119,115,103,101
121,99,110,98,107,107,112,119,119,118,108,112
110,119,98,119,107,115,119,119,119,115,103,101
121,99,110,98,115,107,112,112,119,118,100,112
110,119,98,119,115,107,119,119,119,110,103,101
110,99,98,110,115,115,111,111,111,118,108,101
115,99,110,98,107,115,119,112,119,118,100,112
102,99,110,98,115,107,112,119,119,118,112,112
110,119,98,119,115,115,119,119,119,110,103,101
109,99,98,121,107,121,99,99,119,99,100,112
121,99,110,98,107,107,112,119,119,118,112,112
102,99,110,98,107,107,119,119,119,118,108,112
121,99,110,98,115,115,112,119,119,118,112,112
102,99,110,98,115,107,119,119,119,118,100,112
110,99,98,111,115,115,111,111,110,99,108,101
102,99,110,98,107,115,112,119,119,118,108,112
110,99,98,119,121,121,110,110,119,121,100,101
110,119,98,119,115,115,119,119,119,110,103,101
121,99,110,98,107,107,119,112,119,118,108,112
110,119,110,121,121,121,121,121,121,99,108,112
121,99,110,98,115,115,112,119,119,118,112,112
115,99,110,98,107,107,112,112,119,118,108,112
115,99,110,98,115,107,112,112,119,118,108,112
110,99,98,111,115,115,111,111,110,99,108,101
110,99,98,119,115,115,119,119,119,121,112,101
110,119,98,112,107,115,119,119,119,110,103,101
115,99,110,98,115,107,112,119,119,118,112,112
115,99,110,98,107,107,119,119,119,118,112,112
115,99,110,98,115,115,119,119,119,118,108,112
110,119,98,119,107,107,119,119,119,110,103,101
110,99,98,110,115,115,111,111,111,99,108,101
121,99,110,98,107,107,119,119,119,118,112,112
102,99,110,98,115,115,112,119,119,118,100,112
110,119,98,103,107,115,119,119,119,115,103,101
121,99,110,98,115,107,119,119,119,118,108,112
110,119,98,103,115,115,119,119,119,115,103,101
121,99,110,98,115,115,119,112,119,118,108,112
115,99,110,98,115,107,119,119,119,118,112,112
110,119,98,112,107,115,119,119,119,110,103,101
110,119,98,103,115,107,119,119,119,110,103,101
102,99,110,98,107,107,119,119,119,118,100,112
102,99,110,98,107,115,119,112,119,118,108,112
115,99,110,98,107,115,112,119,119,118,100,112
110,119,98,112,107,107,119,119,119,110,103,101
102,99,110,98,115,107,112,119,119,118,112,112
121,99,110,98,107,107,112,119,119,118,100,112
102,99,110,98,115,115,112,112,119,118,108,112
109,99,98,121,107,121,99,99,119,99,100,112
102,99,110,98,107,115,119,112,119,118,108,112
110,99,98,111,115,115,111,111,110,99,108,101
102,99,110,98,115,115,112,119,119,118,100,112
110,99,98,121,115,115,111,111,110,118,108,101
110,119,98,103,115,115,119,119,119,110,103,101
110,119,98,112,115,115,119,119,119,110,103,101
115,99,110,98,107,107,119,112,119,118,108,112
121,99,110,98,107,107,119,119,119,118,100,112
102,99,110,98,115,115,112,119,119,118,112,112
121,99,110,98,107,107,112,112,119,118,100,112
110,119,98,103,115,115,119,119,119,115,103,101
110,119,98,112,115,115,119,119,119,110,103,101
109,99,98,119,107,121,99,99,119,99,100,112
102,99,110,98,115,115,119,112,119,118,100,112
102,99,110,98,115,107,112,112,119,118,112,112
121,99,110,98,115,115,119,119,119,118,100,112
115,99,110,98,115,107,112,112,119,118,100,112
115,99,110,98,107,107,112,112,119,118,112,112
109,99,98,121,107,121,99,99,119,99,100,112
115,99,110,98,115,107,112,119,119,118,100,112
110,119,98,103,115,115,119,119,119,110,103,101
121,99,110,98,107,107,119,112,119,118,108,112
110,119,98,112,115,115,119,119,119,115,103,101
102,99,110,98,115,107,119,119,119,118,100,112
121,99,110,98,107,107,112,112,119,118,108,112
110,119,98,112,107,115,119,119,119,115,103,101
110,119,98,112,115,115,119,119,119,115,103,101
121,99,110,98,107,115,119,112,119,118,108,112
110,99,98,110,115,115,111,111,110,99,108,101
110,99,98,119,115,115,119,119,119,121,112,101
110,119,98,103,115,107,119,119,119,110,103,101
115,99,110,98,115,107,112,119,119,118,108,112
102,99,110,98,107,107,119,112,119,118,112,112
102,99,110,98,115,115,112,112,119,118,108,112
110,119,98,112,115,115,119,119,119,110,103,101
110,119,98,112,107,107,119,119,119,115,103,101
110,99,98,119,115,115,119,119,119,121,112,101
110,119,98,119,115,115,119,119,119,115,103,101
121,99,110,98,115,115,112,119,119,118,108,112
121,99,110,98,115,115,119,112,119,118,112,112
121,99,110,98,115,115,119,112,119,118,112,112
102,99,110,98,115,107,119,112,119,118,112,112
110,99,98,111,115,115,111,111,111,99,108,101
110,119,110,119,121,121,121,121,121,99,108,112
109,99,98,119,107,121,99,99,119,99,100,112
121,99,110,98,115,115,119,119,119,118,100,112
110,99,98,119,115,115,119,119,119,118,112,101
115,99,110,98,115,107,112,112,119,118,112,112
110,119,98,103,115,107,119,119,119,110,103,101
110,119,98,112,115,107,119,119,119,115,103,101
102,99,110,98,107,115,112,119,119,118,112,112
110,99,98,111,115,115,111,111,110,118,108,101
110,99,98,111,115,115,111,111,110,118,108,101
110,99,98,119,115,115,119,119,119,121,112,101
110,119,98,103,115,115,119,119,119,115,103,101
121,99,110,98,107,115,112,112,119,118,100,112
102,99,110,98,115,115,119,112,119,118,100,112
115,99,110,98,107,115,112,112,119,118,108,112
121,99,110,98,107,115,119,112,119,118,100,112
102,99,110,98,107,115,112,112,119,118,108,112
121,99,110,98,107,115,119,119,119,118,112,112
110,119,98,119,107,115,119,119,119,110,103,101
109,99,98,121,107,121,99,99,119,99,100,112
121,99,110,98,115,115,119,112,119,118,100,112
110,99,98,111,115,115,111,111,111,118,108,101
102,99,110,98,115,107,112,119,119,118,112,112
110,119,98,119,107,107,119,119,119,115,103,101
110,119,98,112,107,107,119,119,119,115,103,101
115,99,110,98,115,107,119,119,119,118,108,112
121,99,110,98,115,115,112,112,119,118,112,112
102,99,110,98,115,107,119,119,119,118,100,112
102,99,110,98,115,115,112,112,119,118,112,112
115,99,110,98,107,107,119,112,119,118,108,112
121,99,110,98,115,107,119,119,119,118,112,112
110,119,98,112,107,107,119,119,119,115,103,101
121,99,110,98,115,107,112,112,119,118,112,112
110,119,98,103,115,107,119,119,119,115,103,101
110,119,110,121,121,121,121,121,121,99,108,112
115,99,110,98,115,107,119,112,119,118,112,112
121,99,110,98,107,107,112,112,119,118,108,112
110,119,98,103,115,115,119,119,119,115,103,101
110,99,98,110,115,115,111,111,110,118,108,101
121,99,110,98,115,107,112,112,119,118,108,112
110,99,98,111,115,115,111,111,111,99,108,101
121,99,110,98,115,115,112,119,119,118,108,112
102,99,110,98,107,107,112,112,119,118,108,112
121,99,110,98,115,115,119,119,119,118,112,112
110,119,98,112,115,115,119,119,119,115,103,101
110,99,98,110,115,115,111,111,111,99,108,101
110,99,98,121,115,115,111,111,110,118,108,101
102,99,110,98,115,107,119,112,119,118,100,112
110,99,98,119,115,115,119,119,119,118,112,101
110,119,98,119,107,115,119,119,119,115,103,101
115,99,110,98,107,115,112,112,119,118,108,112
110,119,98,112,107,115,119,119,119,110,103,101
102,99,110,98,107,115,119,112,119,118,112,112
121,99,110,98,115,115,112,112,119,118,100,112
115,99,110,98,115,115,112,119,119,118,100,112
110,99,98,119,115,115,119,119,119,121,112,101
102,99,110,98,107,115,119,112,119,118,100,112
102,99,110,98,115,115,112,119,119,118,112,112
110,99,98,121,115,115,111,111,110,99,108,101
102,99,110,98,107,107,112,119,119,118,108,112
121,99,110,98,107,107,119,119,119,118,100,112
121,99,110,98,107,107,112,112,119,118,100,112
115,99,110,98,115,107,119,119,119,118,112,112
102,99,110,98,107,107,112,112,119,118,112,112
